nodeName	altName	nodeAttr[nodesPresent, ]
ARHGEF35	NA	grey
ARHGEF35-AS1	NA	turquoise
ARHGEF37	NA	yellow
ARHGEF38	NA	green
ARHGEF39	NA	turquoise
ARHGEF4	NA	turquoise
ARHGEF40	NA	brown
ARHGEF5	NA	turquoise
ARHGEF6	NA	turquoise
ARHGEF7	NA	turquoise
ARHGEF9	NA	turquoise
ARID1A	NA	green
ARID1B	NA	turquoise
ARID2	NA	turquoise
ARID3A	NA	brown
ARID3B	NA	brown
ARID3BP1	NA	grey
ARID3C	NA	turquoise
ARID4A	NA	green
ARID4B	NA	turquoise
ARID5A	NA	brown
ARID5B	NA	turquoise
ARIH1	NA	turquoise
ARIH2	NA	turquoise
ARIH2OS	NA	turquoise
ARL1	NA	turquoise
ARL10	NA	turquoise
ARL11	NA	brown
ARL13A	NA	grey
ARL13B	NA	turquoise
ARL14	NA	grey
ARL14EP	NA	turquoise
ARL14EPP1	NA	turquoise
ARL15	NA	turquoise
ARL16	NA	turquoise
ARL17A	NA	turquoise
ARL17B	NA	turquoise
ARL2	NA	turquoise
ARL2-SNX15	NA	grey
ARL2BP	NA	turquoise
ARL3	NA	brown
ARL4A	NA	turquoise
ARL4AP2	NA	turquoise
ARL4AP4	NA	grey
ARL4C	NA	blue
ARL4D	NA	grey
ARL5A	NA	turquoise
ARL5B	NA	turquoise
ARL5C	NA	turquoise
ARL6	NA	turquoise
ARL6IP1	NA	turquoise
ARL6IP4	NA	turquoise
ARL6IP5	NA	turquoise
ARL6IP6	NA	turquoise
ARL8A	NA	brown
ARL8B	NA	turquoise
ARL9	NA	grey
ARLNC1	NA	turquoise
ARMC1	NA	turquoise
ARMC10	NA	turquoise
ARMC12	NA	turquoise
ARMC2	NA	turquoise
ARMC3	NA	green
ARMC5	NA	turquoise
ARMC6	NA	turquoise
ARMC7	NA	turquoise
ARMC8	NA	turquoise
ARMC9	NA	blue
ARMCX1	NA	grey
ARMCX2	NA	turquoise
ARMCX3	NA	turquoise
ARMCX4	NA	turquoise
ARMCX5	NA	turquoise
ARMCX5-GPRASP2	NA	blue
ARMCX6	NA	turquoise
ARMCX7P	NA	green
ARMH1	NA	turquoise
ARMH2	NA	turquoise
ARMH3	NA	turquoise
ARMH4	NA	grey
ARMT1	NA	yellow
ARNILA	NA	blue
ARNT	NA	green
ARNT2	NA	green
ARNTL	NA	green
ARNTL2	NA	turquoise
ARPC1A	NA	brown
ARPC1B	NA	brown
ARPC2	NA	green
ARPC3	NA	brown
ARPC3P1	NA	turquoise
ARPC3P3	NA	grey
ARPC3P4	NA	turquoise
ARPC4	NA	brown
ARPC4-TTLL3	NA	turquoise
ARPC5	NA	brown
ARPC5L	NA	blue
ARPIN	NA	brown
ARPIN-AP3S2	NA	blue
ARPP19	NA	turquoise
ARPP21	NA	grey
ARRB1	NA	yellow
ARRB2	NA	brown
ARRDC1	NA	yellow
ARRDC1-AS1	NA	turquoise
ARRDC2	NA	turquoise
ARRDC3	NA	brown
ARRDC3-AS1	NA	grey
ARRDC4	NA	blue
ARRDC5	NA	turquoise
ARSA	NA	green
ARSB	NA	yellow
ARSD	NA	turquoise
ARSD-AS1	NA	blue
ARSG	NA	green
ARSI	NA	yellow
ARSJ	NA	blue
ARSK	NA	turquoise
ARTN	NA	grey
ARV1	NA	turquoise
ARVCF	NA	blue
AS3MT	NA	blue
ASAH1	NA	brown
ASAH1-AS1	NA	green
ASAH2	NA	turquoise
ASAH2B	NA	turquoise
ASAP1	NA	brown
ASAP1-IT2	NA	grey
ASAP2	NA	blue
ASAP3	NA	yellow
ASB1	NA	turquoise
ASB12	NA	grey
ASB13	NA	turquoise
ASB14	NA	blue
ASB16	NA	turquoise
ASB16-AS1	NA	red
ASB2	NA	turquoise
ASB3	NA	turquoise
ASB5	NA	brown
ASB6	NA	turquoise
ASB7	NA	green
ASB8	NA	yellow
ASB9	NA	blue
ASB9P1	NA	grey
ASCC1	NA	turquoise
ASCC2	NA	green
ASCC3	NA	turquoise
ASCL2	NA	blue
ASCL4	NA	grey
ASCL5	NA	turquoise
ASDURF	NA	grey
ASF1A	NA	turquoise
ASF1B	NA	brown
ASGR1	NA	brown
ASGR2	NA	blue
ASH1L	NA	yellow
ASH1L-AS1	NA	blue
ASH2L	NA	turquoise
ASH2LP1	NA	turquoise
ASH2LP2	NA	turquoise
ASH2LP3	NA	turquoise
ASIC1	NA	turquoise
ASIC3	NA	turquoise
ASIC4	NA	grey
ASIP	NA	grey
ASL	NA	yellow
ASLP1	NA	grey
ASMT	NA	turquoise
ASMTL	NA	turquoise
ASMTL-AS1	NA	turquoise
ASNS	NA	turquoise
ASNSD1	NA	turquoise
ASPDH	NA	turquoise
ASPG	NA	turquoise
ASPH	NA	brown
ASPHD1	NA	turquoise
ASPHD2	NA	turquoise
ASPM	NA	turquoise
ASPRV1	NA	turquoise
ASPSCR1	NA	turquoise
ASRGL1	NA	turquoise
ASS1	NA	grey
ASS1P1	NA	blue
ASS1P12	NA	grey
ASS1P13	NA	turquoise
ASS1P2	NA	grey
ASTE1	NA	turquoise
ASTL	NA	grey
ASTN2	NA	turquoise
ASXL1	NA	turquoise
ASXL2	NA	turquoise
ASXL3	NA	grey
ATAD1	NA	turquoise
ATAD2	NA	turquoise
ATAD2B	NA	turquoise
ATAD3A	NA	turquoise
ATAD3B	NA	turquoise
ATAD3C	NA	turquoise
ATAD5	NA	turquoise
ATAT1	NA	turquoise
ATE1	NA	turquoise
ATE1-AS1	NA	grey
ATF1	NA	turquoise
ATF2	NA	turquoise
ATF3	NA	blue
ATF4	NA	turquoise
ATF4P1	NA	turquoise
ATF4P2	NA	turquoise
ATF4P3	NA	yellow
ATF4P4	NA	blue
ATF5	NA	turquoise
ATF6	NA	brown
ATF6-DT	NA	blue
ATF6B	NA	yellow
ATF7	NA	yellow
ATF7IP	NA	turquoise
ATF7IP2	NA	turquoise
ATG10	NA	grey
ATG101	NA	blue
ATG12	NA	turquoise
ATG12P1	NA	turquoise
ATG12P2	NA	red
ATG13	NA	yellow
ATG14	NA	blue
ATG16L1	NA	turquoise
ATG16L2	NA	brown
ATG2A	NA	blue
ATG2B	NA	turquoise
ATG3	NA	brown
ATG4A	NA	turquoise
ATG4B	NA	turquoise
ATG4C	NA	turquoise
ATG4D	NA	turquoise
ATG5	NA	turquoise
ATG7	NA	brown
ATG9A	NA	green
ATG9B	NA	turquoise
ATIC	NA	turquoise
ATL1	NA	turquoise
ATL2	NA	turquoise
ATL3	NA	turquoise
ATM	NA	turquoise
ATMIN	NA	turquoise
ATN1	NA	turquoise
ATOH7	NA	blue
ATOH8	NA	blue
ATOX1	NA	turquoise
ATOX1-AS1	NA	grey
ATP10A	NA	turquoise
ATP10D	NA	turquoise
ATP11A	NA	brown
ATP11A-AS1	NA	turquoise
ATP11B	NA	yellow
ATP11C	NA	turquoise
ATP13A1	NA	turquoise
ATP13A2	NA	turquoise
ATP13A3	NA	turquoise
ATP13A3-DT	NA	turquoise
ATP13A4	NA	turquoise
ATP1A1	NA	turquoise
ATP1A1-AS1	NA	turquoise
ATP1A2	NA	green
ATP1A3	NA	blue
ATP1A4	NA	yellow
ATP1B1	NA	turquoise
ATP1B1P1	NA	turquoise
ATP1B2	NA	grey
ATP1B3	NA	turquoise
ATP1B3-AS1	NA	grey
ATP1B4	NA	grey
ATP23	NA	turquoise
ATP2A1	NA	red
ATP2A1-AS1	NA	turquoise
ATP2A2	NA	turquoise
ATP2A3	NA	yellow
ATP2B1	NA	brown
ATP2B1-AS1	NA	turquoise
ATP2B2	NA	brown
ATP2B3	NA	grey
ATP2B4	NA	turquoise
ATP2C1	NA	turquoise
ATP2C2	NA	grey
ATP2C2-AS1	NA	turquoise
ATP5F1A	NA	turquoise
ATP5F1AP1	NA	grey
ATP5F1AP10	NA	grey
ATP5F1AP3	NA	turquoise
ATP5F1AP7	NA	yellow
ATP5F1AP8	NA	grey
ATP5F1B	NA	turquoise
ATP5F1C	NA	turquoise
ATP5F1D	NA	turquoise
ATP5F1E	NA	blue
ATP5IF1	NA	turquoise
ATP5MC1	NA	turquoise
ATP5MC1P2	NA	grey
ATP5MC2	NA	turquoise
ATP5MC2P3	NA	green
ATP5MC3	NA	turquoise
ATP5ME	NA	blue
ATP5MF	NA	turquoise
ATP5MF-PTCD1	NA	turquoise
ATP5MFP2	NA	blue
ATP5MG	NA	turquoise
ATP5MGL	NA	grey
ATP5MGP1	NA	grey
ATP5MJ	NA	turquoise
ATP5MK	NA	turquoise
ATP5PB	NA	turquoise
ATP5PBP5	NA	green
ATP5PD	NA	turquoise
ATP5PDP2	NA	turquoise
ATP5PDP4	NA	yellow
ATP5PF	NA	turquoise
ATP5PO	NA	turquoise
ATP6AP1	NA	green
ATP6AP1-DT	NA	grey
ATP6AP1L	NA	yellow
ATP6AP2	NA	green
ATP6V0A1	NA	brown
ATP6V0A2	NA	turquoise
ATP6V0B	NA	brown
ATP6V0C	NA	blue
ATP6V0CP1	NA	brown
ATP6V0CP3	NA	green
ATP6V0CP4	NA	yellow
ATP6V0D1	NA	brown
ATP6V0D1-DT	NA	turquoise
ATP6V0E1	NA	brown
ATP6V0E2	NA	turquoise
ATP6V0E2-AS1	NA	turquoise
ATP6V1A	NA	brown
ATP6V1B1-AS1	NA	turquoise
ATP6V1B2	NA	brown
ATP6V1C1	NA	brown
ATP6V1C2	NA	turquoise
ATP6V1D	NA	turquoise
ATP6V1E1	NA	brown
ATP6V1E2	NA	turquoise
ATP6V1F	NA	turquoise
ATP6V1FNB	NA	blue
ATP6V1G1	NA	turquoise
ATP6V1G2	NA	turquoise
ATP6V1G2-DDX39B	NA	blue
ATP6V1H	NA	turquoise
ATP7A	NA	green
ATP7B	NA	brown
ATP8A1	NA	turquoise
ATP8A1-DT	NA	grey
ATP8A2	NA	brown
ATP8A2P2	NA	turquoise
ATP8B1	NA	turquoise
ATP8B1-AS1	NA	turquoise
ATP8B2	NA	turquoise
ATP8B3	NA	turquoise
ATP8B4	NA	turquoise
ATP9A	NA	red
ATP9B	NA	turquoise
ATPAF1	NA	turquoise
ATPAF2	NA	turquoise
ATPSCKMT	NA	turquoise
ATR	NA	turquoise
ATRAID	NA	turquoise
ATRIP	NA	turquoise
ATRN	NA	turquoise
ATRNL1	NA	grey
ATRX	NA	turquoise
ATXN1	NA	brown
ATXN1-AS1	NA	turquoise
ATXN10	NA	turquoise
ATXN1L	NA	yellow
ATXN2	NA	yellow
ATXN2-AS	NA	turquoise
ATXN2L	NA	turquoise
ATXN3	NA	turquoise
ATXN7	NA	yellow
ATXN7L1	NA	turquoise
ATXN7L2	NA	turquoise
ATXN7L3	NA	red
ATXN7L3-AS1	NA	turquoise
ATXN7L3B	NA	turquoise
AUH	NA	turquoise
AUNIP	NA	turquoise
AUP1	NA	turquoise
AURKA	NA	turquoise
AURKAIP1	NA	brown
AURKAP1	NA	grey
AURKB	NA	turquoise
AURKC	NA	brown
AUTS2	NA	blue
AVEN	NA	blue
AVIL	NA	green
AVL9	NA	green
AVPI1	NA	grey
AVPR1A	NA	grey
AVPR1B	NA	brown
AVPR1B-DT	NA	grey
AVPR2	NA	grey
AXDND1	NA	blue
AXIN1	NA	turquoise
AXIN2	NA	turquoise
AXL	NA	grey
AZI2	NA	turquoise
AZIN1	NA	turquoise
AZIN2	NA	turquoise
AZU1	NA	grey
B2M	NA	turquoise
B3GALNT1	NA	grey
B3GALNT1P1	NA	grey
B3GALNT2	NA	turquoise
B3GALT2	NA	turquoise
B3GALT4	NA	yellow
B3GALT5	NA	turquoise
B3GALT6	NA	turquoise
B3GALT9	NA	turquoise
B3GAT1	NA	brown
B3GAT1-DT	NA	blue
B3GAT2	NA	turquoise
B3GAT3	NA	turquoise
B3GLCT	NA	blue
B3GNT2	NA	yellow
B3GNT3	NA	grey
B3GNT4	NA	grey
B3GNT5	NA	blue
B3GNT7	NA	brown
B3GNT8	NA	brown
B3GNT9	NA	brown
B3GNTL1	NA	brown
B4GALNT1	NA	turquoise
B4GALNT3	NA	turquoise
B4GALNT4	NA	turquoise
B4GALT1	NA	green
B4GALT1-AS1	NA	grey
B4GALT2	NA	turquoise
B4GALT3	NA	turquoise
B4GALT4	NA	turquoise
B4GALT5	NA	brown
B4GALT6	NA	blue
B4GALT7	NA	turquoise
B4GAT1	NA	turquoise
B4GAT1-DT	NA	red
B9D1	NA	blue
B9D2	NA	brown
BAALC	NA	brown
BAALC-AS1	NA	brown
BAAT	NA	grey
BABAM1	NA	blue
BABAM2	NA	turquoise
BACE1	NA	turquoise
BACE1-AS	NA	turquoise
BACE2	NA	turquoise
BACH1	NA	brown
BACH1-AS1	NA	grey
BACH1-IT1	NA	grey
BACH1-IT2	NA	grey
BACH2	NA	turquoise
BAD	NA	grey
BAG1	NA	green
BAG2	NA	blue
BAG3	NA	turquoise
BAG4	NA	turquoise
BAG5	NA	turquoise
BAG6	NA	brown
BAHCC1	NA	yellow
BAHD1	NA	turquoise
BAIAP2	NA	brown
BAIAP2-DT	NA	blue
BAIAP2L1	NA	turquoise
BAIAP2L2	NA	turquoise
BAIAP3	NA	yellow
BAK1	NA	turquoise
BAK1P1	NA	grey
BAMBI	NA	green
BANF1	NA	turquoise
BANF1P1	NA	grey
BANF1P2	NA	turquoise
BANF1P3	NA	grey
BANK1	NA	turquoise
BANP	NA	brown
BAP1	NA	red
BARD1	NA	turquoise
BARX1	NA	grey
BARX2	NA	brown
BASP1	NA	blue
BASP1-AS1	NA	brown
BATF	NA	turquoise
BATF2	NA	red
BATF3	NA	yellow
BAX	NA	red
BAZ1A	NA	green
BAZ1A-AS1	NA	brown
BAZ1B	NA	turquoise
BAZ2A	NA	green
BAZ2B	NA	green
BAZ2B-AS1	NA	brown
BBC3	NA	brown
BBIP1	NA	yellow
BBLN	NA	blue
BBOF1	NA	brown
BBS1	NA	turquoise
BBS10	NA	turquoise
BBS12	NA	blue
BBS2	NA	turquoise
BBS4	NA	turquoise
BBS5	NA	turquoise
BBS7	NA	turquoise
BBS9	NA	turquoise
BBX	NA	turquoise
BCAM	NA	red
BCAN	NA	turquoise
BCAN-AS1	NA	grey
BCAP29	NA	turquoise
BCAP31	NA	brown
BCAR1	NA	turquoise
BCAR3	NA	turquoise
BCAR3-AS1	NA	blue
BCAS1	NA	grey
BCAS2	NA	turquoise
BCAS2P2	NA	blue
BCAS3	NA	turquoise
BCAS4	NA	turquoise
BCAT1	NA	brown
BCAT2	NA	turquoise
BCCIP	NA	turquoise
BCDIN3D	NA	turquoise
BCDIN3D-AS1	NA	turquoise
BCKDHA	NA	turquoise
BCKDHB	NA	blue
BCKDK	NA	brown
BCL10	NA	brown
BCL10-AS1	NA	yellow
BCL11A	NA	turquoise
BCL11B	NA	turquoise
BCL2	NA	turquoise
BCL2A1	NA	brown
BCL2L1	NA	brown
BCL2L1-AS1	NA	blue
BCL2L10	NA	grey
BCL2L11	NA	brown
BCL2L12	NA	turquoise
BCL2L13	NA	turquoise
BCL2L14	NA	turquoise
BCL2L15	NA	turquoise
BCL2L2	NA	turquoise
BCL2L2-PABPN1	NA	grey
BCL3	NA	brown
BCL6	NA	brown
BCL6B	NA	green
BCL7A	NA	turquoise
BCL7B	NA	turquoise
BCL7C	NA	turquoise
BCL9	NA	turquoise
BCL9L	NA	turquoise
BCLAF1	NA	turquoise
BCLAF1P1	NA	grey
BCLAF1P2	NA	yellow
BCLAF3	NA	yellow
BCO2	NA	yellow
BCOR	NA	turquoise
BCORL1	NA	green
BCORP1	NA	turquoise
BCR	NA	turquoise
BCRP2	NA	turquoise
BCRP3	NA	grey
BCS1L	NA	turquoise
BDH1	NA	turquoise
BDH2	NA	blue
BDKRB2	NA	grey
BDNF	NA	grey
BDNF-AS	NA	turquoise
BDP1	NA	turquoise
BEAN1	NA	green
BEAN1-AS1	NA	grey
BECN1	NA	yellow
BEGAIN	NA	turquoise
BEND2	NA	grey
BEND3	NA	turquoise
BEND3P1	NA	grey
BEND3P3	NA	grey
BEND4	NA	yellow
BEND5	NA	grey
BEND6	NA	grey
BEND7	NA	brown
BEST1	NA	brown
BEST2	NA	grey
BEST3	NA	yellow
BEST4	NA	turquoise
BET1	NA	turquoise
BET1-AS1	NA	grey
BET1L	NA	yellow
BET1P1	NA	grey
BEX1	NA	turquoise
BEX2	NA	turquoise
BEX3	NA	turquoise
BEX4	NA	turquoise
BEX5	NA	turquoise
BFAR	NA	turquoise
BFSP1	NA	brown
BFSP2	NA	turquoise
BFSP2-AS1	NA	brown
BGLAP	NA	yellow
BGN	NA	grey
BHLHA15	NA	grey
BHLHB9	NA	grey
BHLHE22-AS1	NA	grey
BHLHE40	NA	green
BHLHE40-AS1	NA	turquoise
BHLHE41	NA	turquoise
BHMT2	NA	grey
BICC1	NA	turquoise
BICD1	NA	turquoise
BICD2	NA	brown
BICDL1	NA	turquoise
BICDL2	NA	brown
BICRA	NA	yellow
BICRAL	NA	green
BID	NA	brown
BIK	NA	turquoise
BIN1	NA	turquoise
BIN2	NA	green
BIN2P1	NA	grey
BIN2P2	NA	blue
BIN3	NA	green
BIRC2	NA	turquoise
BIRC3	NA	turquoise
BIRC5	NA	turquoise
BIRC6	NA	turquoise
BIRC6-AS2	NA	grey
BIRC7	NA	grey
BISPR	NA	blue
BIVM	NA	blue
BLACAT1	NA	turquoise
BLCAP	NA	turquoise
BLK	NA	red
BLM	NA	turquoise
BLMH	NA	turquoise
BLNK	NA	turquoise
BLOC1S1	NA	red
BLOC1S2	NA	turquoise
BLOC1S3	NA	turquoise
BLOC1S4	NA	turquoise
BLOC1S5	NA	turquoise
BLOC1S6	NA	turquoise
BLVRA	NA	grey
BLVRB	NA	turquoise
BLZF1	NA	turquoise
BLZF2P	NA	grey
BMERB1	NA	turquoise
BMF	NA	red
BMI1	NA	turquoise
BMP1	NA	turquoise
BMP10	NA	grey
BMP2	NA	yellow
BMP2K	NA	brown
BMP2K-DT	NA	blue
BMP3	NA	turquoise
BMP4	NA	grey
BMP6	NA	turquoise
BMP8A	NA	turquoise
BMP8B	NA	turquoise
BMPER	NA	brown
BMPR1A	NA	blue
BMPR1AP2	NA	grey
BMPR1B	NA	grey
BMPR2	NA	turquoise
BMS1	NA	turquoise
BMS1P1	NA	turquoise
BMS1P10	NA	grey
BMS1P12	NA	turquoise
BMS1P2	NA	grey
BMS1P20	NA	turquoise
BMS1P23	NA	blue
BMS1P3	NA	blue
BMS1P4	NA	turquoise
BMS1P4-AGAP5	NA	red
BMS1P7	NA	grey
BMS1P8	NA	yellow
BMT2	NA	green
BMX	NA	brown
BNC1	NA	grey
BNC2	NA	blue
BNIP1	NA	turquoise
BNIP2	NA	green
BNIP3	NA	turquoise
BNIP3L	NA	brown
BNIP3P1	NA	brown
BNIP3P10	NA	grey
BNIP3P11	NA	grey
BNIP3P15	NA	grey
BNIP3P16	NA	grey
BNIP3P17	NA	blue
BNIP3P24	NA	grey
BNIP3P25	NA	grey
BNIP3P26	NA	turquoise
BNIP3P27	NA	grey
BNIP3P28	NA	grey
BNIP3P41	NA	grey
BNIP3P5	NA	grey
BNIP3P9	NA	turquoise
BNIP5	NA	grey
BNIPL	NA	green
BOC	NA	grey
BOD1	NA	turquoise
BOD1L1	NA	brown
BOK	NA	blue
BOLA1	NA	blue
BOLA2	NA	turquoise
BOLA2-SMG1P6	NA	turquoise
BOLA2B	NA	turquoise
BOLA2P2	NA	turquoise
BOLA3	NA	turquoise
BOLA3-DT	NA	blue
BOP1	NA	turquoise
BORA	NA	turquoise
BORCS5	NA	turquoise
BORCS6	NA	turquoise
BORCS7	NA	blue
BORCS7-ASMT	NA	blue
BORCS8	NA	green
BORCS8-MEF2B	NA	grey
BPGM	NA	blue
BPHL	NA	turquoise
BPI	NA	blue
BPIFB2	NA	grey
BPIFB9P	NA	grey
BPIFC	NA	turquoise
BPNT1	NA	turquoise
BPNT2	NA	turquoise
BPTF	NA	turquoise
BPTFP1	NA	yellow
BRAF	NA	yellow
BRAFP1	NA	grey
BRAP	NA	green
BRAT1	NA	yellow
BRCA1	NA	turquoise
BRCA2	NA	blue
BRCC3	NA	turquoise
BRCC3P1	NA	grey
BRD1	NA	turquoise
BRD2	NA	turquoise
BRD3	NA	turquoise
BRD3OS	NA	turquoise
BRD4	NA	green
BRD7	NA	turquoise
BRD7P2	NA	turquoise
BRD7P3	NA	blue
BRD8	NA	green
BRD9	NA	turquoise
BRF1	NA	turquoise
BRF2	NA	turquoise
BRI3	NA	blue
BRI3BP	NA	turquoise
BRI3BPP1	NA	grey
BRI3P3	NA	grey
BRICD5	NA	turquoise
BRIP1	NA	turquoise
BRIX1	NA	turquoise
BRK1	NA	turquoise
BRME1	NA	blue
BRMS1	NA	red
BRMS1L	NA	turquoise
BROX	NA	yellow
BRPF1	NA	turquoise
BRPF3	NA	green
BRPF3-AS1	NA	turquoise
BRSK1	NA	blue
BRSK2	NA	grey
BRWD1	NA	turquoise
BRWD1-AS2	NA	brown
BRWD3	NA	green
BSCL2	NA	yellow
BSDC1	NA	turquoise
BSG	NA	blue
BSG-AS1	NA	brown
BSN	NA	turquoise
BSN-DT	NA	turquoise
BSND	NA	grey
BSPRY	NA	blue
BST1	NA	brown
BST2	NA	turquoise
BTAF1	NA	turquoise
BTBD1	NA	turquoise
BTBD10	NA	brown
BTBD10P2	NA	grey
BTBD11	NA	turquoise
BTBD17	NA	grey
BTBD18	NA	turquoise
BTBD19	NA	brown
BTBD2	NA	turquoise
BTBD3	NA	yellow
BTBD3-AS1	NA	grey
BTBD6	NA	blue
BTBD6P1	NA	turquoise
BTBD7	NA	turquoise
BTBD7P1	NA	turquoise
BTBD8	NA	turquoise
BTBD9	NA	turquoise
BTD	NA	yellow
BTF3	NA	blue
BTF3-DT	NA	grey
BTF3L4	NA	turquoise
BTF3L4P2	NA	brown
BTF3P10	NA	grey
BTF3P3	NA	grey
BTF3P6	NA	blue
BTF3P7	NA	turquoise
BTG1	NA	turquoise
BTG1-DT	NA	turquoise
BTG1P1	NA	blue
BTG2	NA	brown
BTG2-DT	NA	turquoise
BTG3	NA	blue
BTG3-AS1	NA	grey
BTK	NA	red
BTLA	NA	turquoise
BTN1A1	NA	grey
BTN1A1P1	NA	yellow
BTN2A1	NA	green
BTN2A2	NA	red
BTN2A3P	NA	turquoise
BTN3A1	NA	turquoise
BTN3A2	NA	turquoise
BTN3A3	NA	turquoise
BTNL10	NA	grey
BTNL2	NA	grey
BTNL3	NA	grey
BTNL8	NA	brown
BTNL9	NA	grey
BTRC	NA	turquoise
BUB1	NA	turquoise
BUB1B	NA	grey
BUB1B-PAK6	NA	grey
BUB3	NA	turquoise
BUD13	NA	turquoise
BUD13P1	NA	yellow
BUD23	NA	turquoise
BUD31	NA	turquoise
BVES	NA	turquoise
BYSL	NA	turquoise
BZW1	NA	turquoise
BZW1-AS1	NA	turquoise
BZW1P2	NA	brown
BZW2	NA	turquoise
C10orf105	NA	brown
C10orf143	NA	turquoise
C10orf55	NA	grey
C10orf67	NA	blue
C10orf67-AS1	NA	grey
C10orf82	NA	turquoise
C10orf88	NA	turquoise
C10orf88B	NA	turquoise
C10orf95	NA	turquoise
C10orf95-AS1	NA	turquoise
C11orf1	NA	turquoise
C11orf16	NA	grey
C11orf21	NA	turquoise
C11orf24	NA	turquoise
C11orf42	NA	turquoise
C11orf54	NA	green
C11orf58	NA	turquoise
C11orf65	NA	turquoise
C11orf68	NA	red
C11orf71	NA	turquoise
C11orf80	NA	turquoise
C11orf94	NA	green
C11orf96	NA	green
C11orf98	NA	turquoise
C12orf29	NA	turquoise
C12orf4	NA	turquoise
C12orf40	NA	red
C12orf42	NA	turquoise
C12orf43	NA	turquoise
C12orf50	NA	grey
C12orf56	NA	turquoise
C12orf57	NA	blue
C12orf60	NA	turquoise
C12orf71	NA	grey
C12orf73	NA	turquoise
C12orf75	NA	blue
C12orf75-AS1	NA	grey
C12orf76	NA	yellow
C13orf46	NA	turquoise
C14orf119	NA	turquoise
C14orf132	NA	turquoise
C14orf28	NA	turquoise
C14orf39	NA	blue
C14orf93	NA	turquoise
C15orf39	NA	brown
C15orf40	NA	turquoise
C15orf48	NA	grey
C15orf61	NA	turquoise
C15orf62	NA	turquoise
C16orf46	NA	grey
C16orf54	NA	brown
C16orf72	NA	brown
C16orf74	NA	turquoise
C16orf86	NA	turquoise
C16orf87	NA	turquoise
C16orf89	NA	yellow
C16orf91	NA	turquoise
C16orf95	NA	grey
C16orf95-DT	NA	brown
C16orf96	NA	yellow
C17orf100	NA	turquoise
C17orf107	NA	turquoise
C17orf113	NA	turquoise
C17orf114	NA	turquoise
C17orf49	NA	turquoise
C17orf50	NA	blue
C17orf58	NA	grey
C17orf64	NA	grey
C17orf67	NA	turquoise
C17orf75	NA	turquoise
C17orf80	NA	turquoise
C17orf97	NA	grey
C17orf99	NA	grey
C18orf21	NA	turquoise
C18orf25	NA	yellow
C18orf32	NA	green
C18orf54	NA	turquoise
C19orf12	NA	turquoise
C19orf18	NA	turquoise
C19orf25	NA	red
C19orf33	NA	grey
C19orf38	NA	blue
C19orf44	NA	turquoise
C19orf47	NA	turquoise
C19orf48	NA	turquoise
C19orf53	NA	turquoise
C19orf54	NA	turquoise
C19orf67	NA	grey
C19orf71	NA	turquoise
C19orf73	NA	grey
C19orf81	NA	brown
C19orf84	NA	turquoise
C1D	NA	turquoise
C1DP1	NA	yellow
C1DP5	NA	grey
C1GALT1	NA	turquoise
C1GALT1C1	NA	red
C1GALT1P1	NA	blue
C1orf100	NA	turquoise
C1orf109	NA	turquoise
C1orf112	NA	turquoise
C1orf115	NA	red
C1orf116	NA	brown
C1orf122	NA	red
C1orf127	NA	grey
C1orf131	NA	turquoise
C1orf147	NA	grey
C1orf159	NA	turquoise
C1orf162	NA	red
C1orf167	NA	grey
C1orf174	NA	blue
C1orf198	NA	brown
C1orf21	NA	blue
C1orf21-DT	NA	grey
C1orf216	NA	blue
C1orf220	NA	turquoise
C1orf226	NA	turquoise
C1orf35	NA	turquoise
C1orf43	NA	turquoise
C1orf50	NA	turquoise
C1orf50-AS1	NA	turquoise
C1orf52	NA	turquoise
C1orf53	NA	turquoise
C1orf54	NA	turquoise
C1orf56	NA	yellow
C1orf74	NA	turquoise
C1orf87	NA	grey
C1QA	NA	grey
C1QB	NA	grey
C1QBP	NA	turquoise
C1QBPP2	NA	blue
C1QC	NA	green
C1QL1	NA	grey
C1QL3	NA	blue
C1QTNF1	NA	blue
C1QTNF12	NA	blue
C1QTNF3	NA	turquoise
C1QTNF3-AMACR	NA	grey
C1QTNF4	NA	blue
C1QTNF6	NA	turquoise
C1QTNF7	NA	blue
C1QTNF9	NA	grey
C1QTNF9-AS1	NA	blue
C1QTNF9B	NA	turquoise
C1R	NA	yellow
C1RL	NA	brown
C1RL-AS1	NA	green
C1S	NA	grey
C2	NA	grey
C2-AS1	NA	turquoise
C20orf144	NA	blue
C20orf202	NA	turquoise
C20orf203	NA	blue
C20orf204	NA	blue
C20orf27	NA	red
C20orf96	NA	blue
C21orf140	NA	turquoise
C21orf58	NA	turquoise
C21orf62	NA	grey
C21orf62-AS1	NA	turquoise
C21orf91	NA	turquoise
C21orf91-OT1	NA	grey
C22orf15	NA	yellow
C22orf23	NA	grey
C22orf39	NA	turquoise
C22orf46	NA	turquoise
C2CD2	NA	turquoise
C2CD2L	NA	green
C2CD3	NA	turquoise
C2CD4D	NA	blue
C2CD4D-AS1	NA	turquoise
C2CD5	NA	turquoise
C2CD6	NA	blue
C2orf15	NA	turquoise
C2orf16	NA	green
C2orf27A	NA	grey
C2orf42	NA	turquoise
C2orf49	NA	turquoise
C2orf49-DT	NA	blue
C2orf50	NA	grey
C2orf66	NA	blue
C2orf68	NA	yellow
C2orf69	NA	turquoise
C2orf74	NA	turquoise
