ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:1903828	GO:1903828	negative regulation of protein localization	36/1648	203/18903	3.12040262959564e-05	0.000640497975294353	0.000477473675799487	BCL2L1/CD36/CHGA/CHP1/CSK/CTNNA1/DRD3/GSK3B/HMGCR/IL12A/IL12B/KCNB1/KCNE1/KLF7/LATS2/LILRB4/LRRK2/MIDN/NSFL1C/NUMB/OS9/PICALM/PIM3/PPM1F/PPP2R5A/PPP3CA/RAB11FIP1/RIPOR2/SAPCD2/SPI1/TGFB1/TMBIM1/TMEM98/UBE2J1/UBXN2B/WWP2	36	MEbrown
GO:0016049	GO:0016049	cell growth	70/1648	493/18903	3.18545161269331e-05	0.000647086050012976	0.000482384904833267	ADAM15/ARHGEF11/BCL6/CDA/CDC42/CDKL5/CEACAM1/CTDP1/CXCR4/CYBA/CYFIP1/DBN1/DIP2B/DISC1/EFNA5/EGLN2/ENO1/EXT1/EXTL3/FGF13/G6PD/GSK3A/GSK3B/H3-3A/H3-3B/HSPA1A/HSPA1B/HYAL1/HYAL2/IFRD1/IQGAP1/KAZALD1/KIAA0319/KIF26A/MAP2K4/MUL1/NDEL1/OGFR/OSGIN2/PPP1R9B/PPT1/PSRC1/PTPRJ/RHOA/RPS6KA1/RTN4/S100A8/SDCBP/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SERTAD3/SGK1/SHTN1/SIPA1/SLC9A1/SLIT1/SPAG9/SPHK1/SPOCK1/SPP1/ST20/SYT2/TGFB1/TGFBR2/TSG101/TWF2/ULK1/WFDC1	70	MEbrown
GO:0010506	GO:0010506	regulation of autophagy	53/1648	344/18903	3.25000106850151e-05	0.000657929769571904	0.000490468600390244	ATF6/ATP6V0A1/ATP6V0B/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1E1/BCL2L11/BNIP3L/CAMKK2/CAPN1/CCNY/CHMP4B/CTSA/DAP/DAPK1/DAPK2/DDIT3/DRAM1/ELAPOR1/FOXO3/GAPDH/GNAI3/GSK3A/GSK3B/LRRK2/MAPK3/MCL1/MEFV/MTMR3/NOD2/PHF23/PLK3/PRKACA/QSOX1/RALB/RRAGC/RRAGD/SH3GLB1/SNCA/SNX18/STAT3/TBC1D14/TFEB/TLR9/TOM1/TPCN2/TRIM21/TRIM8/ULK1/USP10	53	MEbrown
GO:0070482	GO:0070482	response to oxygen levels	52/1648	337/18903	3.68673606950602e-05	0.000736222446964744	0.000548833644316828	ABAT/ADAM15/ADAM8/ADM/AGTRAP/APAF1/ATG7/ATP6V0D1/ATP6V1A/BNIP3L/CBFA2T3/CBL/CFLAR/CPEB2/CPEB4/CXCR4/CYB5R4/CYBA/CYBB/E2F1/EGLN1/EGLN2/EGR1/ENO1/ERO1A/F7/FOXO3/GUCY1A1/GUCY1B1/HK2/JUND/LPAR1/NFE2L2/NOL3/NOTCH1/NPEPPS/PGK1/PLAU/PLK3/PLOD1/PTEN/PTGS2/RBPJ/RHOA/RYR2/SLC8A1/SLC9A1/SOD2/TGFBR2/TMBIM6/VASN/ZFP36L1	52	MEbrown
GO:0002532	GO:0002532	production of molecular mediator involved in inflammatory response	22/1648	100/18903	4.02738940968191e-05	0.000786503182090634	0.00058631655347267	ALOX5/ALOX5AP/CD36/CLEC7A/GPSM3/GRN/IL17RA/IL4R/LILRB4/LYN/MAPK14/MEFV/MYD88/NCF1/NOD2/P2RX1/SIRPA/SNAP23/STAT3/SYK/TLR4/TLR6	22	MEbrown
GO:0050817	GO:0050817	coagulation	39/1648	230/18903	4.24241190832911e-05	0.000824820084223326	0.000614880753223868	ABAT/ACTB/ADORA2A/ANXA5/CD36/CD59/CEACAM1/CLIC1/DGKG/EMILIN2/ENTPD1/F11R/F12/F2RL1/F5/F7/FERMT3/FUNDC2/GNAQ/LYN/MAPK14/MERTK/NFE2L2/P2RX1/PLAU/PLAUR/PLCG2/PRKCD/PROS1/PSEN1/PTPN6/SERPINA1/SH2B3/SYK/THBD/TLN1/TLR4/VAV1/WAS	39	MEbrown
GO:0009615	GO:0009615	response to virus	60/1648	409/18903	4.46252514123814e-05	0.000856310606092309	0.000638356073692629	ADAR/AIM2/APOBEC3A/ARF1/ATG7/BCL2L1/BCL3/BNIP3L/CCL5/CFL1/CHRM2/CXCR4/DDX60L/DNAJC3/ENO1/EXT1/F2RL1/FADD/FGL2/FGR/HYAL1/HYAL2/IFI27/IFITM2/IFNAR1/IFNAR2/IFNGR1/IFNGR2/IL10RB/IL12A/IL12B/IL17RA/IRAK3/IRF1/IRF2/ITGAX/LGALS9/LYST/MAPK14/MUL1/MX2/MYD88/NLRP3/NLRX1/NMI/NPC2/PTPRC/RNASEL/RNF135/SEC14L1/TBKBP1/TLR8/TLR9/TRIM21/TRIM25/TRIM8/UNC13D/UNC93B1/WDFY4/ZNFX1	60	MEbrown
GO:0071867	GO:0071867	response to monoamine	23/1648	108/18903	4.68198081185802e-05	0.000887098280276112	0.000661307440486726	ARRB2/CHRM2/CHRM3/DRD3/GNAI3/GNB1/GSK3A/GSK3B/HRH2/ID1/KCNQ1/KLF16/LRRK2/MAPK3/NCSTN/NSG2/OR10H1/PRKACA/PRMT5/RYR2/SLC9A1/SNCA/SULT1A4	23	MEbrown
GO:0071869	GO:0071869	response to catecholamine	23/1648	108/18903	4.68198081185802e-05	0.000887098280276112	0.000661307440486726	ARRB2/CHRM2/CHRM3/DRD3/GNAI3/GNB1/GSK3A/GSK3B/HRH2/ID1/KCNQ1/KLF16/LRRK2/MAPK3/NCSTN/NSG2/OR10H1/PRKACA/PRMT5/RYR2/SLC9A1/SNCA/SULT1A4	23	MEbrown
GO:0002262	GO:0002262	myeloid cell homeostasis	31/1648	169/18903	5.58642813537287e-05	0.0010284265045463	0.000766663755946566	ADAR/BCL2L11/BCL6/CXCR2/FAM210B/FOXO3/G6PD/HCAR2/HCLS1/HOXB6/HSPA1A/HSPA1B/JAK3/KCNQ1/LYN/MAEA/MAPK14/MERTK/NCSTN/PIK3CD/RCOR1/SH2B3/SLC15A4/SPI1/STAT3/STAT5B/TAL1/TRIM58/XKR8/ZFP36/ZFP36L1	31	MEbrown
GO:0007596	GO:0007596	blood coagulation	38/1648	225/18903	5.77829701303152e-05	0.00105714123303629	0.000788069798573635	ABAT/ACTB/ADORA2A/ANXA5/CD36/CD59/CEACAM1/CLIC1/DGKG/EMILIN2/ENTPD1/F11R/F12/F2RL1/F5/F7/FERMT3/FUNDC2/GNAQ/LYN/MAPK14/MERTK/NFE2L2/P2RX1/PLAU/PLAUR/PLCG2/PRKCD/PROS1/PTPN6/SERPINA1/SH2B3/SYK/THBD/TLN1/TLR4/VAV1/WAS	38	MEbrown
GO:0033157	GO:0033157	regulation of intracellular protein transport	38/1648	225/18903	5.77829701303152e-05	0.00105714123303629	0.000788069798573635	BBC3/BCAP31/BNIP3L/CD36/CHP1/EDEM2/FRAT1/GLI3/GSK3A/GSK3B/HCLS1/HYAL2/IFI27/ITGAM/ITGB2/KCNB1/KCNE1/LCP1/LRRK2/MAPK14/NDEL1/NPEPPS/OAZ2/OS9/PLK3/PRKACA/PRKCD/PSEN1/PTGS2/RAC2/RAPGEF3/RIPOR1/SH3GLB1/SORL1/TCF7L2/TGFB1/UBE2D3/UBE2J1	38	MEbrown
GO:0003158	GO:0003158	endothelium development	27/1648	139/18903	5.97421051675064e-05	0.00108623685661043	0.000809759788040405	CEACAM1/COL18A1/CXCR4/F11R/F2RL1/FZD2/HEY1/ICAM1/ID1/ITGAX/JAG1/KDM6B/MESP1/MSN/MYADM/MYD88/NOTCH1/NRG1/PECAM1/RAPGEF2/RAPGEF3/RBPJ/RHOA/RHOB/S1PR3/SLC40A1/TNFRSF1A	27	MEbrown
GO:0007034	GO:0007034	vacuolar transport	30/1648	162/18903	6.09209478001916e-05	0.00110426247227978	0.000823197390194006	ATP6V0D1/CHMP1A/CHMP2A/CHMP4B/DENND3/GRN/HSPA1A/IGF2R/KIF13A/LAMP1/LAMP2/LAPTM5/LRP1/LRRK2/LYST/MGRN1/NCOA4/PLEKHM1/RAB7A/RHOB/SNX27/SORL1/SORT1/TMEM50A/TPCN2/TSG101/UBAP1/VPS37B/VPS37C/ZFYVE16	30	MEbrown
GO:0005976	GO:0005976	polysaccharide metabolic process	23/1648	110/18903	6.33236176387288e-05	0.00114079336853135	0.0008504301715396	AOAH/B3GNT7/B3GNT8/B3GNT9/B4GALT5/CHIT1/CSGALNACT1/EXT1/GAA/GAL3ST3/GSK3A/GSK3B/GYG1/MGAM/NDST1/PGM2/PPP1R3B/PPP1R3D/PYGL/PYGM/RUBCNL/STK40/TGFB1	23	MEbrown
GO:0097242	GO:0097242	amyloid-beta clearance	12/1648	39/18903	7.78694814937061e-05	0.00137344046550725	0.00102386220230615	C5AR1/CD36/HMGCR/IFNGR1/IGF1R/ITGAM/ITGB2/LRP1/LRPAP1/MME/PICALM/RAB5A	12	MEbrown
GO:0140253	GO:0140253	cell-cell fusion	16/1648	64/18903	8.94886184314064e-05	0.0015340358566929	0.00114358166232572	ADAM9/ADAMTS5/CD53/CFLAR/DOCK5/EHD1/ERVFRD-1/FLOT1/IL4R/MAPK14/PLEKHO1/RAPGEF3/RIPOR2/SBNO2/TNFSF14/TYROBP	16	MEbrown
GO:0051656	GO:0051656	establishment of organelle localization	62/1648	437/18903	9.03069971804521e-05	0.00154202469678273	0.00114953712352966	ADGRE2/AGTPBP1/ARFGAP3/BICD2/BICDL2/CBL/CD300A/CDC42/CEP19/CFL1/CHGA/CHMP1A/CHMP2A/CHMP4B/CLMN/CLNK/EXOC6/FES/FGR/GAB2/GPSM2/IL4R/INSC/KIF13A/KPNB1/LAMP1/LAT2/LGALS9/LIMK2/LIN7A/LRRK2/LYN/MILR1/MRGPRX2/MYO1F/MYO7A/NDE1/NDEL1/NSFL1C/PICALM/PIK3CD/PSEN1/PSRC1/RAB1A/RAB7A/RAC2/RIPOR1/SAPCD2/SDCBP/SLIT1/SNAP23/SNCA/STXBP2/SYBU/SYK/TCIRG1/TRAPPC5/TRIM58/TSG101/UBE2B/UBXN2B/UNC13D	62	MEbrown
GO:0044409	GO:0044409	entry into host	29/1648	158/18903	9.45564393632996e-05	0.00160066662152068	0.00119325307024708	ANPEP/AVPR1B/CBL/CD55/CLDN9/CLEC4G/CLEC5A/CR1/CXCR4/F11R/FCN1/FURIN/GRK2/GSN/HSPA1A/HSPA1B/HYAL2/ICAM1/IFITM2/ITGA5/LAMP1/LGALS9/NECTIN1/SELPLG/TPCN2/TRIM21/TRIM25/TRIM8/WWP2	29	MEbrown
GO:0044264	GO:0044264	cellular polysaccharide metabolic process	21/1648	99/18903	0.000104490739591729	0.00172908692959234	0.0012889868881629	AOAH/B3GNT7/B3GNT8/B3GNT9/B4GALT5/CSGALNACT1/EXT1/GAA/GAL3ST3/GSK3A/GSK3B/GYG1/MGAM/NDST1/PGM2/PPP1R3B/PPP1R3D/PYGL/PYGM/RUBCNL/STK40	21	MEbrown
GO:0008217	GO:0008217	regulation of blood pressure	33/1648	191/18903	0.000110381664120236	0.00177666224954184	0.00132445298449706	ABAT/ADM/ADM2/AGTRAP/ANPEP/ATP2B1/AVPR1B/CHGA/CNR1/CTSZ/CYBA/DRD3/ECE1/EMILIN2/EXT1/F2RL1/GPR37L1/GSK3A/GUCY1A1/KCNQ1/KL/NTSR1/OPRL1/OXT/P2RX1/PRCP/PTAFR/PTGS2/RENBP/RHOA/SCPEP1/SGK1/SOD2	33	MEbrown
GO:0045926	GO:0045926	negative regulation of growth	40/1648	249/18903	0.000116464931002829	0.00185933579549503	0.00138608384579604	ADAM15/BCL6/CDA/CTDP1/DIP2B/ENO1/FGF13/G6PD/GSK3A/HSPA1A/HSPA1B/HYAL1/HYAL2/IFRD1/KIAA0319/MUL1/OSGIN2/PPP1R9B/PPT1/PSRC1/PTEN/PTPRJ/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SERTAD3/SIPA1/SLIT1/SPAG9/SPP1/ST20/STK3/TGFB1/TGFBR2/TP73/ULK1/WFDC1/WWC3	40	MEbrown
GO:0043393	GO:0043393	regulation of protein binding	34/1648	200/18903	0.000121381224571415	0.00192333464194306	0.00143379323074207	ACTB/ADAM15/ARRB2/CDC42/CRK/CTSZ/DHRS7B/DISC1/FKBP1A/FLOT1/GSK3B/HDAC4/HDAC5/HFE/ID1/LRP1/LRPAP1/LRRK2/MAPK3/MAPRE3/MARK2/MMP9/PRKACA/PRKCD/PSEN1/RALB/RAPGEF2/RGMA/SMARCD3/SORL1/STK3/TCF7L2/TMBIM6/TRIM21	34	MEbrown
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	18/1648	79/18903	0.000122432607490859	0.00192333464194306	0.00143379323074207	CD68/CNR1/CXCR2/EXT1/FCGR1A/FGR/FURIN/HCK/HLA-E/IL12B/IL1RN/LYN/MAPK14/NOD2/NOTCH1/NOTCH2/RBPJ/SYK	18	MEbrown
GO:0060711	GO:0060711	labyrinthine layer development	13/1648	47/18903	0.000134100592940454	0.00205191322860316	0.00152964504100499	ADM/EGLN1/GRB2/HEY1/JUNB/NCOA1/PLCD3/RBPJ/SOCS3/SPINT1/SPINT2/ST14/ZFP36L1	13	MEbrown
GO:0051348	GO:0051348	negative regulation of transferase activity	43/1648	276/18903	0.000134515252690693	0.00205292578653075	0.00153039987517199	ADAR/ADORA2A/CBL/CD300A/CDKN1C/CEACAM1/CHP1/CORO1C/CSK/DUSP3/GNAQ/GSK3A/GSK3B/HHEX/HIPK3/HMGCR/HYAL2/IRAK3/LATS2/LILRB4/LYN/MIDN/MLLT1/MVP/PAK2/PPM1F/PPP2R5A/PRKAR1A/PRKCD/PSEN1/PTEN/PTPN6/PTPRC/PTPRJ/RGS14/SH2B3/SH3BP5L/SLC8A1/SNCA/SORL1/TRIB1/TSG101/ZFP36	43	MEbrown
GO:0007163	GO:0007163	establishment or maintenance of cell polarity	38/1648	234/18903	0.000135452124776822	0.00205692446074242	0.00153338077713861	ACTB/ARHGEF11/ARPC5/CAP1/CAP2/CDC42/CRK/CTNNA1/CYRIB/DLG4/EPHB1/FAM89B/FGF13/FLOT2/GPSM2/GSK3B/GSN/IGF1R/INSC/LIN7A/MARK2/MSN/NDE1/NDEL1/NSFL1C/RAC1/RAC2/RHOA/RHOB/RHOG/RIPOR2/SAPCD2/SHTN1/SLC9A1/SNX27/SPINT2/TCIRG1/UBXN2B	38	MEbrown
GO:0045628	GO:0045628	regulation of T-helper 2 cell differentiation	6/1648	11/18903	0.000136803838792021	0.00207175170777325	0.00154443408318309	BCL6/HLX/IL18/IL4R/NLRP3/RARA	6	MEbrown
GO:0042742	GO:0042742	defense response to bacterium	55/1648	382/18903	0.000149936816587529	0.00223049946090185	0.00166277617970008	ADAMTS5/AKIRIN2/BCL3/C5AR1/CAMP/CASP4/CD36/CEBPB/CFP/CHGA/CYBA/EMILIN2/F2RL1/FCGR1A/FGR/FPR2/GRN/H2BC12/H2BC4/HLA-E/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/IL12A/IL12B/IL18/IL6R/LYPD8/LYST/LYZ/MPEG1/MYD88/NAIP/NOD2/NOTCH2/PRKCD/RAB1A/RBPJ/RNASE1/RNASE10/RNASE4/S100A12/S100A8/SHARPIN/SLC11A1/STAB1/SYK/TFEB/TLR4/TLR6/TLR9/TNFRSF1A/TREM1/ZNFX1	55	MEbrown
GO:0098543	GO:0098543	detection of other organism	8/1648	20/18903	0.000158855796933724	0.00234541228004153	0.00174844053504154	CD1D/CLEC7A/HLA-B/NAIP/NOD2/TLR1/TLR4/TLR6	8	MEbrown
GO:0033627	GO:0033627	cell adhesion mediated by integrin	19/1648	88/18903	0.00017162356878925	0.00248411411237708	0.00185183894733933	ADAM9/CCL5/CRK/CYP1B1/EFNA1/EMILIN2/EXT1/FERMT3/ICAM1/ITGA5/ITGAM/ITGAX/ITGB2/ITGB4/LIF/LYN/PLAU/PTPN6/SYK	19	MEbrown
GO:0034341	GO:0034341	response to interferon-gamma	26/1648	140/18903	0.000174745132997093	0.00251692806475763	0.00187630084896119	CCL5/CDC42/CDC42EP4/DAPK1/GAPDH/GSN/HCK/IFITM2/IFNGR1/IFNGR2/IL12B/IRF1/LGALS9/MEFV/NMI/NR1H2/RAB43/SIRPA/SLC11A1/SNCA/TLR4/TRIM21/VAMP3/VIM/WAS/ZYX	26	MEbrown
GO:0034113	GO:0034113	heterotypic cell-cell adhesion	15/1648	61/18903	0.000179780819213926	0.00257060389803213	0.00191631471068089	CD1D/DSC2/FLOT1/IL1RN/ITGA5/ITGAX/ITGB2/LILRB2/MADCAM1/MBP/MYADM/NINJ1/PTPRC/RNASE10/SIRPA	15	MEbrown
GO:0050767	GO:0050767	regulation of neurogenesis	54/1648	377/18903	0.000195816676991687	0.00275970345492351	0.00205728324454626	BAIAP2/CDKL5/CTNNA1/CUX1/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/DRD3/E2F1/EFNA5/FGF13/GLI3/GPR37L1/HEY1/ID1/IFRD1/KIAA0319/LIF/LYN/MBP/MME/NDEL1/NEURL1/NOTCH1/NUMB/PLXNA2/PLXNB2/PLXNC1/PPP3CA/PRMT5/PSEN1/PTEN/RAPGEF2/RGS14/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SLIT1/SMARCD3/SORL1/SPINT1/SPP1/TGFB1/TIAM2/TMEM98/TNFRSF1B/TP73/TWF2/ULK1	54	MEbrown
GO:1904645	GO:1904645	response to amyloid-beta	14/1648	55/18903	0.000197854321408117	0.00277514239860766	0.00206879255367083	BCL2L11/CASP4/CD36/FOXO3/FPR2/GSK3B/ICAM1/IGF1R/LRP1/MMP9/NGFR/PSEN1/TLR4/TLR6	14	MEbrown
GO:0051014	GO:0051014	actin filament severing	7/1648	16/18903	0.000213365586701594	0.0029505555663359	0.00219955825974562	CAPG/CFL1/FLII/FMNL1/GMFG/GSN/SVIL	7	MEbrown
GO:0060191	GO:0060191	regulation of lipase activity	19/1648	90/18903	0.000233852566524963	0.0031963467967484	0.00238278888152924	ABHD5/AVPR1B/C5AR1/CCL5/FURIN/GNAQ/LPAR1/LPAR2/LRP1/NR1H2/PCSK6/PLIN5/PPT1/PTAFR/RASGRP4/RHOA/S1PR4/SNCA/SORT1	19	MEbrown
GO:0015695	GO:0015695	organic cation transport	14/1648	56/18903	0.000242885318292812	0.00331212363440499	0.00246909733898054	ACTB/ADORA2A/KCNB1/OXT/PSEN1/RALBP1/SEC14L1/SLC22A1/SLC22A16/SLC22A18/SLC22A4/SLC29A4/SLC44A2/SNCA	14	MEbrown
GO:0032386	GO:0032386	regulation of intracellular transport	49/1648	336/18903	0.000247486024950986	0.00336706737410222	0.00251005639016778	ARFIP1/BBC3/BCAP31/BNIP3L/CD36/CHP1/EDEM2/EHD1/FRAT1/GLI3/GSK3A/GSK3B/HCLS1/HYAL2/IFI27/ITGAM/ITGB2/KCNB1/KCNE1/LAMP1/LCP1/LRRK2/MAPK14/MAPK3/MSN/MX2/MYBPC3/NDEL1/NDRG4/NPEPPS/NUP214/OAZ2/OS9/PLK3/PRKACA/PRKCD/PSEN1/PTGS2/RAC2/RAPGEF3/REEP2/RIPOR1/SH3GLB1/SORL1/TCF7L2/TGFB1/TRIM58/UBE2D3/UBE2J1	49	MEbrown
GO:0051146	GO:0051146	striated muscle cell differentiation	44/1648	293/18903	0.000262436171677169	0.00354589790676653	0.00264336964808583	ADAMTS5/ALPK3/ARRB2/ATP11A/BARX2/CD53/CFLAR/CTDP1/DOCK5/EHD1/ERVFRD-1/FLII/FLOT1/G6PD/GSK3A/HDAC4/HDAC5/IL4R/KDM6B/MAP2K4/MAPK14/MESP1/NLN/NOTCH1/NRG1/PLEKHO1/PPP3CA/PRKAR1A/RARA/RBM38/RBPJ/RIPOR2/SIX1/SLC8A1/SLC9A1/SORT1/SOX6/SPAG9/STAC3/TGFB1/TMOD1/TNFSF14/WNT8A/YBX1	44	MEbrown
GO:0002269	GO:0002269	leukocyte activation involved in inflammatory response	13/1648	50/18903	0.00026427377283299	0.0035544219081259	0.00264972405734015	C5AR1/GRN/IFNGR1/IFNGR2/ITGAM/ITGB2/LRRK2/MYD88/PTPRC/SNCA/SPHK1/TLR9/TYROBP	13	MEbrown
GO:0045446	GO:0045446	endothelial cell differentiation	23/1648	121/18903	0.000284337568217748	0.00375567850755774	0.00279975533302913	CEACAM1/COL18A1/CXCR4/F11R/F2RL1/FZD2/HEY1/ICAM1/ID1/JAG1/KDM6B/MESP1/MSN/MYADM/MYD88/NOTCH1/NRG1/PECAM1/RAPGEF2/RAPGEF3/RBPJ/S1PR3/TNFRSF1A	23	MEbrown
GO:0051960	GO:0051960	regulation of nervous system development	62/1648	456/18903	0.000297514206473978	0.00392093107458211	0.00292294658991978	BAIAP2/CDKL5/CTNNA1/CUX1/CXCR4/CYFIP1/DBN1/DIP2B/DISC1/DRD3/E2F1/EFNA5/EPHB1/FGF13/GLI3/GPR37L1/HEY1/ID1/IFRD1/IL1RAP/ITGAX/KIAA0319/LIF/LYN/MBP/MME/NDEL1/NEURL1/NOTCH1/NUMB/OXT/PLXNA2/PLXNB2/PLXNC1/PPP3CA/PRMT5/PSEN1/PTEN/RAPGEF2/RARA/RGS14/RTN4/RXRG/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SLIT1/SLITRK4/SMARCD3/SORL1/SPINT1/SPP1/TGFB1/TIAM2/TMEM98/TNFRSF1B/TP73/TWF2/TYMP/ULK1	62	MEbrown
GO:0044088	GO:0044088	regulation of vacuole organization	13/1648	51/18903	0.000326700026241746	0.00424854272536451	0.00316717209127585	CHMP4B/ELAPOR1/GRN/LRRK2/MTMR3/PHF23/RAB1B/RAB5A/RALB/SH3GLB1/SNX18/TBC1D14/ULK1	13	MEbrown
GO:0031345	GO:0031345	negative regulation of cell projection organization	32/1648	194/18903	0.000331939240467161	0.00430716754535692	0.00321087528687455	ARHGAP24/ARPIN/DENND5A/DIP2B/EFNA1/FGF13/GSK3A/ID1/IFRD1/KIAA0319/LIMK2/LPAR1/LRRK2/MBP/PPP3CA/PRKCD/PSEN1/PTEN/RAPGEF2/RGMA/RHOA/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SLIT1/SPOCK1/SPP1/TRPV4/ULK1/VIM	32	MEbrown
GO:0072594	GO:0072594	establishment of protein localization to organelle	61/1648	449/18903	0.000338579378814451	0.00437405947499107	0.00326074138599697	AKIRIN2/BAG6/BBC3/BCAP31/BCL3/BID/BNIP3L/CD36/CD68/CHMP4B/CHP1/DDIT3/E2F3/FAM53C/GLI3/GSK3A/HCLS1/HK2/HYAL2/KPNB1/LAMP1/LAMP2/LAPTM5/LRRK2/LRWD1/MAPK14/MFN2/MTX1/NCOA4/NEURL1B/NFKBIA/NOTCH1/NPEPPS/NUP214/NUP98/PEX5L/PPP3CA/PPP3R1/PRKCD/PSEN1/PTGS2/PTTG1IP/RAB7A/RAC2/RYR2/SH3GLB1/SORL1/SORT1/SQSTM1/STAT3/STK3/SYK/TGFB1/TIMM17B/TSG101/UBAP1/UBE2D3/VPS37B/VPS37C/WBP2/ZFYVE16	61	MEbrown
GO:0014812	GO:0014812	muscle cell migration	21/1648	108/18903	0.000373148052967806	0.00470709888658104	0.00350901313418615	ABHD2/ARPC5/CCL5/CRK/CYP1B1/DDIT3/DOCK5/GRB10/LPAR1/LRP1/NDRG4/NFE2L2/PDGFD/PLAU/PLEKHO1/RHOA/S100A11/SIX1/SORL1/TLR4/TRIB1	21	MEbrown
GO:0019882	GO:0019882	antigen processing and presentation	21/1648	108/18903	0.000373148052967806	0.00470709888658104	0.00350901313418615	CD1D/CD68/CLEC4A/CTSD/CTSS/EXT1/FCGR1A/FGL2/HFE/HLA-B/HLA-C/HLA-E/ICAM1/LILRB2/NOD2/RAB34/RAB35/RAB5B/SLC11A1/WAS/WDFY4	21	MEbrown
GO:0016050	GO:0016050	vesicle organization	50/1648	353/18903	0.000431579421586641	0.00531890036101862	0.00396509435555927	ACTL9/AGFG1/ARFGAP3/ATP6V0A1/ATP6V0B/ATP6V1A/CHMP1A/CHMP2A/CHMP4B/CORO1A/CORO1C/DLG4/DYSF/GARIN1A/GNAI3/KCNE1/KIF13A/LYST/MYO7A/PICALM/PLEKHM1/RAB1A/RAB34/RAB5B/RAB7A/RUBCNL/SDCBP/SNAP23/SNCA/SNX10/SORT1/SPHK1/SQSTM1/SRGN/STX10/STX11/STX12/STX3/TMCC1/TMEM127/TOM1/TRAPPC5/TSG101/UBAP1/VAMP3/VAPA/VPS37B/VPS37C/VPS8/ZFYVE16	50	MEbrown
GO:0061351	GO:0061351	neural precursor cell proliferation	26/1648	149/18903	0.000482267154669016	0.005846071657599	0.00435808610020692	ARHGEF2/BTG2/CTNNA1/DBN1/DISC1/EPHB1/FGF13/FOXO3/GLI1/GLI3/GNAI2/GNG5/GPR37L1/LRRK2/LYN/NDE1/NOTCH1/NUMB/PLXNB2/RERE/RHOA/RPGRIP1/SMARCD3/SPINT1/SPINT2/ZNF503	26	MEbrown
GO:0051770	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	7/1648	18/18903	0.000507828672113265	0.00611782966752402	0.00456067424401365	JAK3/LRRK2/MAP2K4/NAMPT/NOD2/TLR4/TLR9	7	MEbrown
GO:0006023	GO:0006023	aminoglycan biosynthetic process	17/1648	81/18903	0.000525238585741479	0.00631465409918991	0.00470740146017927	B3GAT1/B3GNT7/B3GNT8/B3GNT9/B4GALT5/CHST11/CHST13/CHST15/CHSY1/CSGALNACT1/DSE/EXT1/HYAL1/NDST1/ST3GAL2/ST3GAL6/TGFB1	17	MEbrown
GO:0006022	GO:0006022	aminoglycan metabolic process	24/1648	134/18903	0.000530031500698686	0.00635929851449279	0.00474068264747544	B3GAT1/B3GNT7/B3GNT8/B3GNT9/B4GALT5/CHIT1/CHST11/CHST13/CHST15/CHSY1/CLN6/CSGALNACT1/CTBS/DSE/EXT1/GAL3ST3/GLB1/GNS/HYAL1/HYAL2/NDST1/ST3GAL2/ST3GAL6/TGFB1	24	MEbrown
GO:0034446	GO:0034446	substrate adhesion-dependent cell spreading	21/1648	111/18903	0.000547396185416952	0.00644942185658253	0.00480786712749374	CASS4/CDC42/CORO1C/CRK/DOCK5/EFNA1/EFNA5/FERMT3/MEGF9/MERTK/MYADM/NEDD9/NTNG2/PREX1/PXN/RAB1A/RAC1/RHOA/TRIOBP/UNC13D/VAMP3	21	MEbrown
GO:0010324	GO:0010324	membrane invagination	25/1648	143/18903	0.00059589969735712	0.00692395486613569	0.00516161847269574	ARF1/ARHGAP25/CD300A/CD36/CDC42/CHMP2A/F2RL1/FCGR1A/FCHO2/GSN/GULP1/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/ITGAM/ITGB2/PLCG2/RAB31/RAC1/RAC2/RHOA/RHOG/SNX18/XKR8	25	MEbrown
GO:0045732	GO:0045732	positive regulation of protein catabolic process	33/1648	209/18903	0.000604407940518737	0.0070089905070785	0.00522501021103226	ADAM8/ADAM9/ASB5/ATG7/BAG6/BCAP31/CBFA2T3/COP1/EGLN2/FBXL5/FURIN/GABARAP/GSK3A/GSK3B/HSPA1A/HSPA1B/LRP1/LRRK2/MSN/NFE2L2/NRDC/OAZ2/PLK3/PSEN1/RAB7A/RGMA/RNF144B/RNF19B/SH3RF3/SORL1/TNFRSF1B/TRIB1/ZER1	33	MEbrown
