ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type	
GO:1901659	GO:1901659	glycosyl compound biosynthetic process	30/7935	42/18862	0.00011147	0.002538981	0.00228045	ADA2/ADAL/ADK/APRT/CAD/DCK/DHFR2/DHODH/DTYMK/GMPS/HPRT1/IMPDH2/LCMT2/MTAP/NME1/NME2/NME2P1/NME3/NME4/NME6/NME7/NT5E/PUDP/TK1/TYW1/TYW1B/TYW5/UCK1/UCKL1/UMPS	30	turquoise
GO:00481931	GO:0048193	Golgi vesicle transport	192/7935	372/18862	0.000112442	0.002547588	0.002288181	ACTR10/ANK3/ANKFY1/ANKRD28/AP1AR/AP1G2/AP4M1/ARFGAP1/ARFGAP2/ARFGEF2/ARFRP1/ATP9B/BBS1/BBS2/BCAP29/BET1/BLZF1/BNIP1/CCDC22/CCDC91/CCDC93/CENPE/CNIH1/CNST/COG1/COG2/COG3/COG4/COG5/COG6/COG7/COG8/COMMD1/COPB1/COPG2/COPZ1/CREB3L2/CTAGE9/CTSC/CYTH3/DCTN1/DCTN5/DCTN6/DOP1A/DYNC1H1/DYNC1I2/DYNLL1/DYNLL2/EPS15/ERGIC2/ERGIC3/EXOC2/EXOC4/EXOC5/GBF1/GCC2/GGA1/GGA2/GOLGA3/GOLGA4/GOLPH3/GOLPH3L/GOPC/GOSR1/GOSR2/HTT/HYOU1/IER3IP1/INSIG1/KDELR1/KDELR2/KIF11/KIF15/KIF16B/KIF22/KIF2A/KIF2C/KIF3A/KIF3B/KIF5A/KLC2/KLHL20/KRT18/LLGL1/LMAN1/LMAN2L/LYPLA1/MACF1/MAPK15/MCFD2/MON2/MYO18A/MYO1B/NAPA/NAPG/NBAS/NKD2/NRBP2/NSF/PGAP1/PICK1/PITPNB/PKDCC/PPP6R1/PPP6R3/PREB/PREPL/PRKCI/PRKD1/PROZ/RAB14/RAB6A/RAB6C/RAB6D/RABEP1/RABIF/RACGAP1/RACK1/RANGRF/RBSN/RER1/RINT1/RNF139/RNF215/RSC1A1/SAR1A/SAR1B/SCAMP1/SCAMP2/SCAMP3/SCFD1/SEC16A/SEC22A/SEC22C/SEC23IP/SEC24A/SEC24C/SEC31A/SEC31B/SGSM2/SLC10A7/SNX12/SNX2/SNX8/SPIRE2/SPTAN1/SPTBN1/SPTBN4/STX17/STX18/SURF4/SYS1/TBC1D20/TEX261/TFG/TMED10/TMED2/TMED3/TMED4/TMED5/TMED9/TRAPPC10/TRAPPC2/TRAPPC2B/TRAPPC2L/TRAPPC3L/TRAPPC4/TRAPPC6A/TRAPPC6B/TRAPPC9/TRIP11/USE1/USO1/UVRAG/VAMP2/VAMP7/VAMP8/VAPB/VCP/VPS13A/VPS13C/VPS35L/VPS51/VPS52/VPS54/VTI1B/WHAMM/WIPI1/YIF1A/YIF1B/YIPF5/ZW10	192	turquoise
GO:0016254	GO:0016254	preassembly of GPI anchor in ER membrane	15/7935	17/18862	0.00011358	0.002566599	0.002305256	PIGA/PIGB/PIGC/PIGF/PIGG/PIGH/PIGL/PIGM/PIGN/PIGP/PIGQ/PIGV/PIGW/PIGY/PIGZ	15	turquoise
GO:0034250	GO:0034250	positive regulation of cellular amide metabolic process	92/7935	163/18862	0.000144132	0.003173482	0.002850343	ABCA2/C1QBP/CASP3/CD28/CDK4/CDK5RAP1/CHRNA7/CIRBP/CLU/COA3/DDX39B/DHX29/DHX36/DHX9/EEF2/EIF2AK4/EIF2B5/EIF2S3/EIF3C/EIF3D/EIF3E/EIF4G1/EIF5A/ELAVL1/EPHA4/FASTKD2/FASTKD3/FMR1/FXR1/FXR2/GSAP/GUF1/HABP4/HNRNPD/IMPACT/ITGA2/JMJD4/KHDRBS1/LARP1/LARP4/METTL14/METTL3/METTL5/MIF4GD/MPV17L2/MRPS27/MTOR/NAT10/NCK1/NCK2/NGRN/NPM1/NSUN5/PABPC1/PAIP1/PASK/PIWIL2/POLR2D/POLR2G/PYM1/RACK1/RBM3/RCC1L/RMND1/ROCK2/RPL5/RPS27L/RPS4X/RPS6KB1/RPS6KB2/RPS9/RPUSD3/RPUSD4/SAMD4A/SIRT3/SLC2A13/SMPD3/SOX4/SPHK2/TARBP2/TNF/TRMT10C/TRUB2/UCN/UHMK1/UPF3A/UPF3B/UQCC1/UQCC2/USP16/YTHDF1/YTHDF2	92	turquoise
GO:0002474	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	60/7935	99/18862	0.000149512	0.003283518	0.002949175	ABCB9/ACE/B2M/CALR/CANX/CD207/ERAP1/ERAP2/HLA-F/HLA-H/IDE/IKBKB/ITGAV/LNPEP/MFSD6/MR1/PDIA3/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB11/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSMD8/PSMD9/PSME1/PSME2/PSME4/SAR1B/SEC24A/SEC24C/SEC31A/TAP1/TAP2/TAPBPL/VAMP8	60	turquoise
GO:0043467	GO:0043467	regulation of generation of precursor metabolites and energy	90/7935	160/18862	0.00019887	0.004244181	0.003812019	AAAS/AKT2/ANTKMT/ATPSCKMT/BNIP3/CCNB1/CDK1/CHCHD2/CISD1/COA8/COX17/COX7A2/COX7A2L/DNAJC15/DNAJC30/DYRK2/ENTPD5/EPM2AIP1/GCK/GIT1/GPD1/HMGB1/IDE/IGF1/IL4/INPP5K/INSR/IRS1/JMJD8/KHK/MTOR/NCOR1/NDC1/NOA1/NOP53/NUP107/NUP133/NUP155/NUP160/NUP188/NUP205/NUP210/NUP35/NUP37/NUP42/NUP43/NUP54/NUP62/NUP85/NUP88/NUP93/OGT/OPN3/P2RX7/PARK7/PASK/PDE12/PHB2/PHKG2/PIK3CA/PNPT1/POM121/POM121C/POMC/PPARA/PPP1R3E/PPP1R3F/PRKAA1/PRKAG1/PRKAG2/PRXL2C/RAE1/RANBP2/SEH1L/SELENOS/SHMT2/SLC25A12/SLC25A23/SLC2A6/SORBS1/SPHK2/TACO1/TIGAR/TP53/TRAP1/TREX1/UQCC2/VCP/ZBTB20/ZBTB7A	90	turquoise
GO:0006497	GO:0006497	protein lipidation	55/7935	90/18862	0.000204465	0.004324488	0.003884148	ALOX12B/ATG12/ATG5/DPM1/GOLGA7B/GPAA1/HHAT/MAP6D1/MTTP/NMT1/NMT2/PGAP1/PGAP3/PIGA/PIGB/PIGC/PIGF/PIGG/PIGH/PIGK/PIGL/PIGM/PIGN/PIGO/PIGP/PIGQ/PIGT/PIGU/PIGV/PIGW/PIGY/PIGZ/PORCN/PYURF/RAB3GAP2/RABL3/SELENOK/SVIP/UGCG/WDR45B/WIPI1/ZDHHC11/ZDHHC11B/ZDHHC13/ZDHHC14/ZDHHC16/ZDHHC2/ZDHHC20/ZDHHC21/ZDHHC23/ZDHHC24/ZDHHC4/ZDHHC6/ZDHHC8/ZDHHC9	55	turquoise
GO:0060071	GO:0060071	"Wnt signaling pathway, planar cell polarity pathway"	64/7935	108/18862	0.000228964	0.004749072	0.004265499	ABL1/AP2A2/AP2B1/CELSR1/CELSR2/CELSR3/DAAM1/DACT1/DKK1/DVL1/DVL2/FZD3/FZD6/FZD7/MLLT3/NKD1/NPHP3/PRICKLE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB11/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSMD8/PSMD9/PSME1/PSME2/PSME4/PTK7/ROR1/ROR2/RYK/SMURF1/SMURF2/SPEF1/TIAM1/WNT1/WNT7A/ZNRF3	64	turquoise
GO:0097428	GO:0097428	protein maturation by iron-sulfur cluster transfer	14/7935	16/18862	0.000239873	0.004939533	0.004436567	BOLA2/BOLA2B/CIAO1/CIAO2A/CIAO2B/CISD3/GLRX3/HSCB/ISCA1/ISCA2/LTO1/MAGEF1/MMS19/NFU1	14	turquoise
GO:0010635	GO:0010635	regulation of mitochondrial fusion	12/7935	13/18862	0.000243288	0.004962268	0.004456987	ADCK1/BNIP3/DNM1L/HUWE1/OMA1/OPA1/PID1/PLD6/PRKN/TFRC/VAT1/ZDHHC6	12	turquoise
GO:0002312	GO:0002312	B cell activation involved in immune response	49/7935	79/18862	0.000269346	0.005480748	0.004922673	ABL1/BATF/CCR6/CD180/CD19/CD28/CD40/CD40LG/CLCF1/DLL1/DOCK10/ERCC1/EXO1/EXOSC3/EXOSC6/FOXP3/GAPT/GPR183/HMCES/HSPD1/IL27RA/IL4/ITFG2/ITM2A/KMT5C/LFNG/LIG4/MAD2L2/MFNG/MLH1/MSH2/MSH6/NDFIP1/NSD2/PARP3/PAXIP1/PLCL2/POU2AF1/RIF1/RNF168/SHLD1/SHLD2/SHLD3/ST3GAL1/SWAP70/TFRC/THOC1/TP53BP1/UNG	49	turquoise
GO:0045023	GO:0045023	G0 to G1 transition	32/7935	47/18862	0.000278491	0.005640097	0.005065796	BMI1/BRCA1/CBX3/CBX5/CCN2/CDC7/CDK3/CHEK1/DAB2IP/E2F6/EED/EHMT1/EHMT2/EPC1/EZH2/L3MBTL2/MED1/MGA/PCGF6/PHC1/PHC3/PPP2R5B/RBBP4/RBBP7/RBBP8/RHNO1/RING1/RRM2/SUZ12/TFDP1/UXT/YAF2	32	turquoise
GO:0045069	GO:0045069	regulation of viral genome replication	51/7935	83/18862	0.000283948	0.005737084	0.005152907	ADARB1/APOBEC3D/APOBEC3F/APOBEC3H/BANF1/BCL2/BST2/CD28/CNOT7/CXCL8/DDB1/EIF2AK2/FAM111A/FKBP6/HACD3/HMGA2/IFIT5/IFITM1/ILF3/INPP5K/ISG15/LARP1/MAVS/MORC2/MPHOSPH8/MX1/OAS1/OAS3/OASL/PABPC1/PARP10/PDE12/PPARA/PPIA/PPID/PPIE/PPIH/PROX1/RAD23A/RSAD2/SHFL/TARBP2/TASOR/TMEM39A/TMEM39B/TNF/TOP2A/TOP2B/TRIM28/VAPB/ZC3HAV1	51	turquoise
GO:0019079	GO:0019079	viral genome replication	74/7935	129/18862	0.000318562	0.006391327	0.005740533	ADARB1/APOBEC3D/APOBEC3F/APOBEC3H/ATG16L1/ATG5/BANF1/BCL2/BST2/CCL8/CD28/CLEC4M/CNOT7/CTBP1/CXCL8/DDB1/DEK/EEA1/EIF2AK2/EIF2AK4/FAM111A/FKBP6/FMR1/HACD3/HMGA2/HSPA8/HTATSF1/IFIT5/IFITM1/ILF3/INPP5K/ISG15/KPNA6/LARP1/MAVS/MORC2/MPHOSPH8/MX1/NFIA/NUCKS1/OAS1/OAS3/OASL/PABPC1/PARP10/PDE12/PI4KA/PPARA/PPIA/PPIB/PPID/PPIE/PPIH/PRKN/PROX1/RAB29/RAD23A/ROCK2/RSAD2/SHFL/SMARCB1/TARBP2/TASOR/TBC1D20/TMEM39A/TMEM39B/TNF/TOP2A/TOP2B/TRIM28/VAPB/VCP/YTHDC2/ZC3HAV1	74	turquoise
GO:0140056	GO:0140056	organelle localization by membrane tethering	95/7935	172/18862	0.000324597	0.006452108	0.005795124	AHCYL1/AHI1/AKAP9/ALMS1/BLOC1S6/BVES/C2CD3/CCP110/CDK1/CDK5RAP2/CENPJ/CEP131/CEP135/CEP152/CEP162/CEP164/CEP192/CEP250/CEP290/CEP41/CEP57/CEP72/CEP76/CEP83/CEP89/CEP97/CETN2/CKAP5/CLASP1/CNTRL/CSNK1E/DCTN1/DYNC1H1/DYNC1I2/DYNLL1/ESYT1/ESYT2/EXOC4/FBF1/HAUS1/HAUS2/HAUS3/HAUS5/HAUS6/HAUS7/HAUS8/HSP90AA1/IQCB1/MAPRE1/MKS1/NEDD1/NPHP1/NPHP4/NSF/ODF2/OFD1/PACS2/PCM1/PCNT/PLK1/PLK4/PPP2R1A/PSEN2/RAB12/RAB15/RAB3C/RAB3IP/RABEPK/RPGRIP1L/SCFD1/SFI1/SNAP29/SNPH/SSNA1/STX17/STX1B/STX2/STX8/STXBP1/TCTN2/TMEM216/TMEM67/TSNARE1/TTBK2/TUBB/TUBB4A/TUBG1/USO1/VAMP8/VAPB/VPS11/VPS33A/VPS33B/VPS45/VTI1B	95	turquoise
GO:0035383	GO:0035383	thioester metabolic process	62/7935	105/18862	0.000326498	0.006452266	0.005795266	AASS/ACACA/ACACB/ACAT1/ACBD6/ACLY/ACOT1/ACOT11/ACOT12/ACOT13/ACOT2/ACOT4/ACOT6/ACOT7/ACOT8/ACSF2/ACSF3/ACSL5/ACSL6/ACSM3/ACSM5/ACSS1/CBR4/DIP2A/DLAT/DLD/DLST/ELOVL2/ELOVL3/FASN/FITM2/GCDH/GPAM/GPAT4/GSTZ1/HACD1/HACD2/HMGCL/HMGCS1/HSD17B4/HSD17B8/HTD2/MLYCD/MPC2/MVK/NUDT7/OGDH/OXSM/PDHA1/PDHB/PDHX/PDK2/PDP1/PDP2/PDPR/PPCS/SLC25A1/SUCLA2/SUCLG2/TECR/THEM4/THEM5	62	turquoise
GO:0072662	GO:0072662	protein localization to peroxisome	43/7935	68/18862	0.000343353	0.006670533	0.005991308	ACOT2/ACOT4/ACOT8/ACOX3/AGPS/AMACR/CRAT/DDO/DECR2/DHRS4/ECH1/ECI2/EPHX2/GNPAT/GSTK1/HACL1/HMGCL/HSD17B4/IDE/LONP2/MLYCD/MPV17/NUDT19/NUDT7/PAOX/PECR/PEX1/PEX10/PEX12/PEX13/PEX14/PEX16/PEX19/PEX2/PEX26/PEX3/PEX5/PEX7/RPS27A/SCP2/TYSND1/UBE2D2/ZFAND6	43	turquoise
GO:0072663	GO:0072663	establishment of protein localization to peroxisome	43/7935	68/18862	0.000343353	0.006670533	0.005991308	ACOT2/ACOT4/ACOT8/ACOX3/AGPS/AMACR/CRAT/DDO/DECR2/DHRS4/ECH1/ECI2/EPHX2/GNPAT/GSTK1/HACL1/HMGCL/HSD17B4/IDE/LONP2/MLYCD/MPV17/NUDT19/NUDT7/PAOX/PECR/PEX1/PEX10/PEX12/PEX13/PEX14/PEX16/PEX19/PEX2/PEX26/PEX3/PEX5/PEX7/RPS27A/SCP2/TYSND1/UBE2D2/ZFAND6	43	turquoise
GO:0006505	GO:0006505	GPI anchor metabolic process	24/7935	33/18862	0.000352783	0.006838256	0.006141953	DPM1/GPAA1/PGAP1/PGAP3/PIGA/PIGB/PIGC/PIGF/PIGG/PIGH/PIGK/PIGL/PIGM/PIGN/PIGO/PIGP/PIGQ/PIGT/PIGU/PIGV/PIGW/PIGY/PIGZ/PYURF	24	turquoise
GO:0071478	GO:0071478	cellular response to radiation	104/7935	191/18862	0.000355114	0.006867937	0.006168611	ACTR5/ADIRF/AKT2/AQP1/ATF4/ATM/ATR/AURKB/BAK1/BLM/CALM1/CAMKMT/CARD16/CDC25A/CHEK1/CLOCK/CNGA1/COPS9/CRIP1/CRY1/CRY2/DDB1/DDB2/DHX36/ECT2/EEF1D/EIF2AK4/EIF2S1/ELK1/ERCC1/ERCC4/FBXO4/FIGNL1/FMR1/FNTA/FNTB/GPR52/GRK4/GRK7/GTF2H5/GUCA1B/GUCY2D/H2AX/HMGA2/HSF1/HUS1/HYAL3/IMPACT/INO80/INTS7/KDM1A/LIG4/MDM2/METAP1/METAP2/METTL3/MYC/NET1/NMT1/NMT2/NOC2L/NPM1/NSMCE3/NUCKS1/OPN3/PARP1/PCNA/PDE6B/PIK3R1/POLD1/POLH/POLK/PPID/PTPRK/RAD1/RAD9A/RAD9B/RHBDD1/RHNO1/RRH/RUVBL2/SDE2/SIRT1/SMPD1/SPIDR/STK11/SWI5/TAF1/TENT2/TLK2/TMEM109/TMEM161A/TNKS1BP1/TP53/TP53BP1/TREX1/TRIAP1/TSPYL5/USP47/WRN/XPA/XRCC6/YY1/ZBTB1	104	turquoise
GO:0062012	GO:0062012	regulation of small molecule metabolic process	219/7935	437/18862	0.00036394	0.00700707	0.006293578	AAAS/ABCD2/ACACA/ACACB/ACADVL/ADIPOR1/ADIPOR2/AKT2/ANTKMT/ANXA1/APOE/ARPP19/ARV1/ATP2B4/ATPSCKMT/AZIN1/BMP6/BRCA1/C1QTNF3/CD74/CLCN2/CLK2/CLYBL/COX11/CPT1A/CRY1/CYP27B1/CYP51A1/CYP7A1/DDB1/DGKQ/DHCR7/DKKL1/DNAJC30/DYRK2/ENTPD5/EPHX2/EPM2AIP1/FABP5/FAM3A/FASN/FDFT1/FDPS/FMO5/FOXK1/FOXK2/GCK/GGPS1/GHSR/GIT1/GNB3/GPAM/GPD1/GPT/GSTZ1/GUCA1B/H6PD/HMGB1/HMGCS1/HRH1/IDI1/IGF1/IGFBP3/IGFBP4/IL4/INPP5K/INSIG1/INSR/IRS1/JMJD8/KAT2A/KAT2B/KHK/KIT/LACC1/LCMT1/LDLRAP1/LEPR/LONP2/LSS/MBTPS1/MBTPS2/MLYCD/MST1/MTOR/MVK/NCOR1/NDC1/NFYB/NOS3/NQO1/NR1D1/NR1H3/NR4A3/NUP107/NUP133/NUP155/NUP160/NUP188/NUP205/NUP210/NUP35/NUP37/NUP42/NUP43/NUP54/NUP62/NUP85/NUP88/NUP93/OAZ1/OAZ3/ODC1/OGT/P2RX7/P2RY6/PARK7/PARP1/PASK/PDK2/PDP1/PDP2/PDPR/PGP/PHKG2/PIBF1/PID1/POM121/POM121C/POMC/PPARA/PPP1R3E/PPP1R3F/PPP4R3B/PRKAA1/PRKAB2/PRKAG1/PRKAG2/PRKCE/PRKN/PROX1/PRXL2C/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB11/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSMD8/PSMD9/PSME1/PSME2/PSME4/PTPN2/RAE1/RAN/RANBP2/RDH10/REST/RORC/SC5D/SDHAF3/SEC14L2/SEH1L/SELENOS/SIK1/SIRT1/SIRT4/SIRT5/SLC25A12/SLC27A4/SLC2A6/SLC35B4/SLC45A3/SOD1/SORBS1/SOX9/SPHK2/SQLE/SREBF2/STARD4/TIGAR/TM7SF2/TMSB4X/TNF/TP53/TREX1/TRIB3/TTC39B/TYSND1/USP7/VCP/WDR5/ZBTB20/ZBTB7A	219	turquoise
GO:0007030	GO:0007030	Golgi organization	84/7935	150/18862	0.000387455	0.00744312	0.006685227	AKAP9/ARHGAP21/ARHGEF7/ARL1/ARMH3/ATL2/ATL3/ATP8B1/ATP8B2/ATP8B3/ATP8B4/BAG5/BCAS3/BLZF1/CAMSAP2/CAMSAP3/CDK1/CLASP1/CLASP2/COG1/COG2/COG3/COG4/COG7/CUL7/DYM/FBXW8/GBF1/GCC2/GOLGA2P5/GOLGA6B/GOLGA8A/GOLGA8B/GOLGA8M/GOLGA8O/GOLGA8Q/GOLGA8R/GOLPH3/GOLPH3L/GORASP2/HACE1/HIKESHI/HOOK1/HTT/HUWE1/LMAN1/LMAN2L/LYSMD3/MAP2K1/MYO18A/OBSL1/PDCD10/PDE4DIP/PI4K2A/PRKD1/RAB29/RAB30/RBSN/SEC16A/SEC23IP/STK25/STX17/STX18/SURF4/TBC1D20/TJAP1/TMED10/TMED2/TMED3/TMED4/TMED5/TMED9/TRIP11/UBXN2A/USO1/USP6NL/VAMP4/VCPIP1/VPS51/VRK1/YWHAZ/ZFP69B/ZNF501/ZW10	84	turquoise
GO:0045185	GO:0045185	maintenance of protein location	55/7935	92/18862	0.00045203	0.008419918	0.007562563	ANK3/ANKRD13C/ARL2/ARL2BP/BARD1/BBS4/CCDC22/CCDC88A/CD4/CDK5/CHCHD10/FAF1/FBN1/FLNA/G3BP2/GET4/GOLPH3/GOPC/GPAA1/HK1/INSIG1/INSIG2/KDELR1/KDELR2/KEAP1/LATS1/NBL1/NR5A1/NRROS/PARK7/PDIA2/PFN4/PKD1/PKD2/PML/PSMD10/RANGAP1/RER1/SCIN/SKP1/SRI/SUFU/SUN1/SUN2/SUPT7L/TAF3/TAF8/TAPT1/TMSB10/TMSB15B/TMSB4X/TWF1/VPS13A/VPS13C/VPS13D	55	turquoise
GO:0006661	GO:0006661	phosphatidylinositol biosynthetic process	67/7935	116/18862	0.000460218	0.0085354	0.007666286	ATM/CDS1/DGKE/DPM1/FIG4/GPAA1/IMPA1/INPP4A/INPP4B/INPP5E/INPP5F/INPP5J/INPP5K/MTMR1/MTMR12/MTMR7/MTMR8/MTMR9/OCRL/PDGFB/PGAP1/PGAP3/PI4K2A/PI4KA/PIGA/PIGB/PIGC/PIGF/PIGG/PIGH/PIGK/PIGL/PIGM/PIGN/PIGO/PIGP/PIGQ/PIGT/PIGU/PIGV/PIGW/PIGY/PIGZ/PIK3C2A/PIK3C2B/PIK3CA/PIK3R1/PIK3R2/PIK3R4/PIK3R6/PIP4K2B/PIP4K2C/PIP5K1A/PIP5K1C/PITPNM3/PLEKHA1/PLEKHA3/PLEKHA8/PTPN13/PYURF/RAB14/RAB4A/SACM1L/SBF1/SH3YL1/SYNJ2/VAC14	67	turquoise
GO:0009116	GO:0009116	nucleoside metabolic process	61/7935	104/18862	0.000465724	0.008581917	0.007708066	ADA2/ADAL/ADK/AHCY/AK3/APOBEC3D/APOBEC3F/APOBEC3H/APRT/ATIC/CAD/CASK/CDADC1/DCK/DERA/DGUOK/DHFR2/DHODH/DLG1/DNPH1/DTYMK/EFL1/ENTPD4/ENTPD7/ERH/GIMAP7/GMPS/HPRT1/IMPDH2/MACROD1/MACROD2/MAGI3/MFN1/MTAP/NME1/NME2/NME2P1/NME3/NME4/NME6/NME7/NT5C/NT5C3A/NT5E/NUDT18/OARD1/OPA1/PEMT/PNP/PPAT/PRPS1/PRPS2/PRPSAP2/PUDP/RAN/TJP2/TK1/UCK1/UCKL1/UMPS/UPRT	61	turquoise
GO:0046785	GO:0046785	microtubule polymerization	47/7935	77/18862	0.000599994	0.010520057	0.009448856	ABL1/AKAP9/ARL2/CAMSAP1/CAMSAP2/CAMSAP3/CCDC57/CDK5R1/CDK5RAP2/CENPJ/CEP192/CKAP5/CLASP1/CLASP2/DCTN1/DRG1/EML2/FBXO5/FKBP4/INPP5J/MAP1B/MAP7D3/MAPRE1/MAPT/MECP2/MET/MZT1/NAV3/NUMA1/OCLN/PRUNE1/RANBP9/RANGRF/RPS3/SLAIN2/STMN1/TBCD/TOGARAM1/TPPP/TPX2/TUBB4A/TUBG1/TUBG2/TUBGCP4/TUBGCP5/TUBGCP6/ZNF207	47	turquoise
GO:0006851	GO:0006851	mitochondrial calcium ion transmembrane transport	19/7935	25/18862	0.000600306	0.010520057	0.009448856	AFG3L2/LETM1/MAIP1/MCUB/MCUR1/MICU2/MICU3/OPA1/PARL/PHB2/PMPCA/PMPCB/PSEN2/SLC25A23/SMDT1/SPG7/STOML2/VDAC1/YME1L1	19	turquoise
GO:0001736	GO:0001736	establishment of planar polarity	70/7935	123/18862	0.00062101	0.010794755	0.009695582	ABL1/AP2A2/AP2B1/ASTN2/CELSR1/CELSR2/CELSR3/DAAM1/DACT1/DKK1/DVL1/DVL2/FZD3/FZD6/FZD7/IFT20/JHY/MLLT3/NKD1/NPHP1/NPHP3/PRICKLE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB11/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSMD8/PSMD9/PSME1/PSME2/PSME4/PTK7/ROR1/ROR2/RPGRIP1L/RYK/SMURF1/SMURF2/SPEF1/TIAM1/TP63/WNT1/WNT7A/ZNRF3	70	turquoise
GO:0007164	GO:0007164	establishment of tissue polarity	70/7935	123/18862	0.00062101	0.010794755	0.009695582	ABL1/AP2A2/AP2B1/ASTN2/CELSR1/CELSR2/CELSR3/DAAM1/DACT1/DKK1/DVL1/DVL2/FZD3/FZD6/FZD7/IFT20/JHY/MLLT3/NKD1/NPHP1/NPHP3/PRICKLE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB11/PSMB2/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSMD8/PSMD9/PSME1/PSME2/PSME4/PTK7/ROR1/ROR2/RPGRIP1L/RYK/SMURF1/SMURF2/SPEF1/TIAM1/TP63/WNT1/WNT7A/ZNRF3	70	turquoise
GO:0045815	GO:0045815	"positive regulation of gene expression, epigenetic"	37/7935	58/18862	0.000684193	0.011750331	0.010553857	ARID1B/ASF1A/ATAD2/ATAD2B/BAZ1B/CDCA4/CHEK1/DDX21/DEK/ELOF1/ERCC6/H1-0/H1-10/H1-3/H1-9P/HMGA1/KAT2A/KAT2B/MYBBP1A/MYO1C/POLR1A/POLR1B/POLR1C/POLR1F/POLR1G/POLR1H/POLR2F/POLR2L/SERTAD2/SMARCA5/SMARCD1/SPHK2/TAF1A/TAF1C/TAF1D/TBP/ZMIZ2	37	turquoise
